,v_1,v_2,v_3,v_4,v_5,v_6,v_7,v_8,v_9,v_10,v_11,v_12,result
4046,124,3564,144,52.0,1,0.0,0.0,0.0,-999.0,0.0,56,51,1
4623,0,3564,34,39.0,1,675.0,0.0,765.0,83.0,147.0,56,51,0
2616,0,152,219,39.0,1,4260.0,2190.0,787.0,130.0,427.0,56,38,0
2361,60,2895,267,54.0,0,0.0,0.0,385.0,157.0,331.0,56,38,0
1691,150,2913,316,59.0,0,0.0,0.0,0.0,-999.0,0.0,56,2,1
4655,0,2563,10,53.0,1,1715.0,0.0,0.0,109.0,164.0,56,38,0
4677,30,2082,146,34.0,1,1200.0,0.0,799.0,31.0,110.0,56,38,0
153,0,1961,10,50.0,1,0.0,0.0,0.0,-999.0,619.0,56,38,1
2411,33,3564,295,45.0,1,0.0,0.0,0.0,-999.0,0.0,70,72,1
378,0,832,249,40.0,0,0.0,0.0,0.0,-999.0,115.0,56,38,1
3467,0,1264,300,34.0,1,320.0,0.0,604.0,38.0,506.0,56,38,0
1243,30,860,35,56.0,1,0.0,0.0,0.0,-999.0,508.0,56,38,1
3289,121,248,238,26.0,1,602.63,0.0,680.0,60.0,110.0,16,5,0
2452,0,2311,213,32.0,1,520.0,0.0,453.0,26.0,222.0,56,38,0
1336,0,1013,150,45.0,0,1733.66,0.0,893.0,158.0,388.0,16,8,0
4840,35,71,217,65.0,1,0.0,0.0,0.0,-999.0,0.0,39,39,1
631,180,738,239,33.0,0,0.0,0.0,0.0,-999.0,159.0,56,38,1
3306,60,2375,8,30.0,0,522.5,0.0,455.0,99.0,0.0,56,51,0
3412,0,1815,267,57.0,0,7909.71,0.0,828.0,236.0,468.0,56,38,0
1298,121,1484,314,53.0,0,0.0,0.0,0.0,-999.0,0.0,42,33,1
4338,30,1865,236,31.0,0,1652.33,0.0,751.0,111.0,162.0,16,21,0
1246,30,228,70,28.0,0,825.0,0.0,524.0,69.0,0.0,56,38,0
162,33,1263,300,29.0,1,1000.0,0.0,826.0,24.0,91.0,56,38,0
2067,40,2692,256,39.0,0,0.0,0.0,0.0,-999.0,106.0,56,51,1
433,0,2698,16,53.0,1,0.0,0.0,500.0,-999.0,292.0,56,51,1
4602,0,161,146,46.0,1,0.0,0.0,0.0,-999.0,582.0,56,38,1
4098,152,2959,37,28.0,1,0.0,0.0,0.0,-999.0,0.0,56,38,1
2675,30,2928,265,35.0,1,4500.0,0.0,511.0,50.0,233.0,56,38,0
2351,0,1815,219,62.0,0,195.0,0.0,564.0,-999.0,353.0,56,38,1
1319,33,1815,37,37.0,1,0.0,0.0,0.0,-999.0,59.0,56,38,1
2642,40,291,146,39.0,1,3200.0,0.0,666.0,39.0,438.0,56,38,0
3450,0,1554,268,56.0,1,432.64,0.0,777.0,92.0,410.0,42,31,0
3584,33,1281,243,26.0,1,517.0,0.0,670.0,44.0,271.0,21,19,0
1074,0,2366,222,41.0,0,1256.51,0.0,975.0,197.0,650.0,19,41,0
1972,73,1396,83,24.0,0,599.04,0.0,674.0,30.0,128.0,16,20,0
4830,152,200,277,34.0,0,2200.0,0.0,538.0,106.0,0.0,42,33,0
3294,0,2816,300,30.0,1,0.0,0.0,631.0,-999.0,653.0,56,38,1
1997,0,2266,34,54.0,1,0.0,0.0,0.0,-999.0,86.0,56,51,1
853,30,1815,263,42.0,1,2060.0,0.0,623.0,113.0,0.0,16,20,0
7,180,154,17,25.0,1,1000.0,0.0,694.0,6.0,0.0,55,61,0
748,0,3260,56,56.0,0,0.0,0.0,0.0,-999.0,602.0,76,72,1
4010,131,1517,249,24.0,0,717.5,0.0,592.0,35.0,135.0,56,38,0
2176,0,3134,300,43.0,0,518.9,0.0,620.0,39.0,473.0,56,38,0
327,0,1815,73,60.0,1,3631.25,0.0,975.0,-999.0,150.0,39,17,0
4872,0,2062,37,52.0,1,0.0,0.0,0.0,-999.0,0.0,56,38,1
1169,60,1177,300,31.0,0,376.48,0.0,0.0,26.0,0.0,56,38,0
886,0,2938,66,29.0,1,0.0,0.0,437.0,-999.0,288.0,57,13,1
1304,60,2975,33,28.0,0,0.0,0.0,0.0,-999.0,0.0,56,51,1
1879,290,1977,148,60.0,1,0.0,0.0,0.0,-999.0,0.0,39,17,1
4061,35,464,300,26.0,1,623.95,0.0,617.0,27.0,1.0,56,38,0
1864,90,1359,312,48.0,1,0.0,0.0,0.0,-999.0,0.0,56,51,1
4640,0,685,37,31.0,1,1100.0,0.0,701.0,70.0,267.0,56,38,0
4617,0,960,267,30.0,0,0.0,0.0,0.0,-999.0,83.0,56,38,1
1299,30,2801,83,30.0,1,513.76,0.0,975.0,21.0,53.0,16,20,0
1158,30,915,136,38.0,1,624.0,0.0,433.0,35.0,12.0,16,24,0
3067,64,92,167,52.0,1,0.0,0.0,0.0,-999.0,0.0,56,38,1
2952,121,1032,10,42.0,0,900.0,0.0,472.0,102.0,128.0,56,38,0
985,96,44,146,38.0,0,0.0,0.0,0.0,-999.0,0.0,56,38,1
4692,425,3012,267,54.0,0,1500.0,0.0,562.0,88.0,0.0,56,38,0
552,152,1922,28,58.0,1,625.0,0.0,403.0,15.0,0.0,21,19,0
2588,0,3552,26,39.0,0,432.64,0.0,556.0,84.0,587.0,56,26,0
730,91,3315,17,26.0,1,513.76,0.0,605.0,30.0,0.0,55,61,0
2843,0,1773,219,29.0,0,1250.0,0.0,757.0,34.0,374.0,56,38,0
3932,61,3324,145,40.0,1,0.0,0.0,0.0,-999.0,0.0,56,2,1
3512,0,3251,17,38.0,1,0.0,0.0,0.0,-999.0,0.0,55,61,1
887,0,2802,300,33.0,0,603.8,0.0,403.0,89.0,614.0,56,38,0
559,127,2869,312,31.0,1,377.0,0.0,0.0,57.0,0.0,56,51,0
983,73,3468,270,35.0,0,0.0,0.0,0.0,-999.0,241.0,21,19,1
3672,0,138,81,50.0,1,0.0,0.0,0.0,-999.0,300.0,21,19,1
3621,89,3243,197,42.0,0,474.24,0.0,486.0,119.0,0.0,56,26,0
973,15,3127,34,21.0,1,700.22,0.0,0.0,23.0,0.0,56,51,0
3360,30,1991,167,42.0,0,750.0,0.0,750.0,76.0,285.0,56,38,0
4626,0,2937,229,35.0,0,800.0,0.0,401.0,54.0,6.0,58,18,0
3025,0,302,17,37.0,0,2000.0,0.0,682.0,50.0,369.0,58,2,0
123,33,2832,213,43.0,0,555.36,0.0,679.0,79.0,144.0,56,38,0
1964,63,1019,83,40.0,1,488.8,0.0,958.0,28.0,110.0,16,20,0
1976,124,915,240,36.0,1,813.28,0.0,0.0,12.0,111.0,77,30,0
1673,60,3564,145,29.0,1,700.0,0.0,777.0,44.0,128.0,56,2,0
82,303,2430,35,25.0,0,0.0,0.0,0.0,-999.0,0.0,56,38,1
2262,53,920,285,34.0,1,0.0,0.0,0.0,-999.0,0.0,77,54,1
1675,0,2845,70,34.0,1,832.0,0.0,610.0,35.0,319.0,56,38,0
1484,0,27,83,78.0,1,0.0,0.0,0.0,-999.0,554.0,16,20,1
1761,90,3494,146,47.0,1,0.0,0.0,0.0,-999.0,0.0,56,38,1
1200,121,1815,229,27.0,0,813.75,0.0,581.0,68.0,0.0,56,26,0
3363,60,2461,69,38.0,0,800.0,0.0,310.0,80.0,0.0,56,15,0
1884,0,452,156,33.0,0,0.0,0.0,726.0,-999.0,292.0,77,54,1
2314,121,1815,83,65.0,0,1621.08,0.0,486.0,128.0,159.0,16,20,0
2122,30,2155,170,41.0,1,0.0,0.0,0.0,-999.0,2.0,16,20,1
3557,0,1066,267,30.0,1,2500.0,0.0,551.0,12.0,379.0,56,38,0
3139,0,1093,241,50.0,1,2373.5,0.0,533.0,182.0,1.0,16,5,0
488,30,3564,27,23.0,1,470.94,0.0,552.0,52.0,0.0,56,26,0
3065,5,380,146,50.0,1,0.0,0.0,665.0,-999.0,220.0,56,38,1
4251,60,643,267,41.0,0,2500.0,0.0,559.0,214.0,0.0,56,38,0
3501,0,2662,59,28.0,0,600.0,0.0,704.0,28.0,376.0,21,19,0
3214,0,2130,37,44.0,1,0.0,0.0,684.0,-999.0,248.0,56,38,1
4537,0,522,37,39.0,1,4326.0,0.0,715.0,32.0,388.0,56,38,0
2914,31,1251,144,33.0,1,0.0,0.0,587.0,-999.0,20.0,56,51,1
147,0,2372,219,51.0,1,0.0,0.0,0.0,-999.0,457.0,56,38,1
3656,4,27,82,71.0,0,0.0,0.0,0.0,-999.0,25.0,56,38,1
2328,30,1775,285,43.0,1,2162.1,0.0,680.0,186.0,1.0,77,54,0
2807,60,1316,83,33.0,1,530.4,0.0,671.0,19.0,23.0,16,20,0
4020,30,3461,145,52.0,0,2662.36,0.0,838.0,97.0,173.0,56,2,0
4105,60,318,73,32.0,0,700.33,0.0,668.0,107.0,0.0,39,17,0
451,0,2064,73,64.0,1,178.54,0.0,630.0,-999.0,670.0,39,17,1
3720,5,2366,222,53.0,1,0.0,0.0,0.0,-999.0,386.0,19,41,1
4065,0,3530,100,52.0,0,625.0,0.0,639.0,59.0,0.0,56,26,0
4519,186,1130,17,27.0,1,700.02,0.0,615.0,14.0,0.0,55,61,0
213,60,2634,256,28.0,1,1160.14,0.0,840.0,78.0,0.0,56,51,0
2607,0,2523,26,44.0,1,0.0,0.0,0.0,-999.0,0.0,56,26,1
1185,0,1360,27,41.0,1,630.0,0.0,694.0,40.0,0.0,56,26,0
3834,0,1815,35,73.0,1,0.0,0.0,0.0,-999.0,598.0,56,38,1
3277,121,3327,35,36.0,1,0.0,0.0,0.0,-999.0,183.0,56,38,1
4191,60,266,17,42.0,0,450.0,0.0,959.0,56.0,142.0,55,61,0
2243,59,1815,239,43.0,1,0.0,0.0,0.0,-999.0,0.0,56,38,1
1743,0,1815,25,48.0,0,0.0,0.0,0.0,-999.0,843.0,40,72,1
4604,121,1060,167,51.0,1,5000.0,0.0,651.0,123.0,247.0,56,38,0
2376,0,2590,37,35.0,0,2576.0,0.0,682.0,24.0,478.0,56,38,0
4925,0,2056,144,65.0,0,0.0,0.0,0.0,-999.0,830.0,56,51,1
3225,35,2308,300,24.0,0,557.44,0.0,688.0,13.0,192.0,56,38,0
4424,0,2064,81,72.0,0,2000.0,0.0,812.0,-999.0,712.0,21,19,0
4059,0,3333,167,35.0,0,0.0,0.0,0.0,-999.0,275.0,56,38,1
4092,30,2759,37,25.0,1,700.0,0.0,636.0,18.0,0.0,56,38,0
4072,0,3443,219,41.0,0,0.0,0.0,0.0,-999.0,79.0,56,38,1
2172,0,1815,234,53.0,1,1700.0,0.0,665.0,16.0,479.0,21,45,0
4798,0,2064,146,68.0,1,2143.94,0.0,963.0,-999.0,839.0,56,38,0
3701,89,2683,17,26.0,0,1000.0,0.0,624.0,58.0,0.0,55,61,0
2667,5,1815,316,37.0,0,0.0,0.0,0.0,-999.0,187.0,56,2,1
904,5,1840,73,44.0,0,5000.0,0.0,595.0,-999.0,308.0,39,17,0
1358,0,1455,316,29.0,1,557.44,0.0,471.0,78.0,555.0,56,2,0
2783,121,3367,8,28.0,1,850.0,0.0,531.0,33.0,0.0,56,51,0
1878,0,3189,216,35.0,0,0.0,0.0,0.0,-999.0,304.0,55,70,1
4300,30,1815,210,48.0,1,1687.0,0.0,603.0,186.0,387.0,39,37,0
1513,0,1950,59,56.0,0,787.09,0.0,605.0,108.0,498.0,21,19,0
3402,47,135,239,47.0,1,0.0,0.0,0.0,-999.0,298.0,56,38,1
2603,10,771,239,47.0,0,0.0,0.0,0.0,-999.0,82.0,56,38,1
2363,0,454,144,40.0,0,0.0,0.0,0.0,-999.0,927.0,56,51,1
3755,0,2784,17,59.0,0,0.0,0.0,0.0,-999.0,0.0,55,61,1
453,0,945,83,32.0,0,1079.5,0.0,801.0,20.0,62.0,16,20,0
1843,152,1822,83,30.0,0,1677.16,0.0,489.0,125.0,0.0,16,20,0
1156,0,1777,119,35.0,1,0.0,0.0,0.0,-999.0,0.0,21,19,1
3682,30,3406,16,41.0,1,1109.36,0.0,772.0,227.0,209.0,56,51,0
1359,66,60,83,47.0,1,0.0,0.0,0.0,-999.0,0.0,16,20,1
3092,0,3520,146,45.0,0,922.48,0.0,0.0,59.0,33.0,56,38,0
1528,56,3340,209,23.0,1,613.13,0.0,735.0,42.0,159.0,56,2,0
822,30,2669,300,25.0,1,488.8,0.0,455.0,66.0,0.0,56,38,0
2271,30,629,52,43.0,0,750.0,0.0,607.0,66.0,229.0,77,54,0
1411,165,1574,81,34.0,0,700.0,0.0,0.0,20.0,0.0,21,19,0
2187,66,2619,144,46.0,0,0.0,0.0,0.0,-999.0,335.0,56,51,1
921,121,1863,190,55.0,1,2309.0,0.0,690.0,159.0,0.0,16,7,0
2501,5,933,68,36.0,1,1054.95,0.0,610.0,176.0,10.0,26,14,0
142,50,2556,267,58.0,1,0.0,0.0,0.0,-999.0,10.0,56,38,1
3279,30,945,67,31.0,0,825.0,0.0,0.0,7.0,116.0,6,63,0
4607,60,728,300,27.0,1,653.12,0.0,443.0,13.0,0.0,56,38,0
4120,0,42,42,80.0,1,0.0,0.0,0.0,-999.0,510.0,16,47,1
1519,60,1815,229,36.0,0,490.88,0.0,644.0,76.0,0.0,58,18,0
4472,0,2209,256,48.0,1,6541.37,0.0,760.0,210.0,302.0,56,51,0
418,179,3564,300,23.0,0,0.0,0.0,0.0,-999.0,0.0,56,38,1
3539,0,1815,311,73.0,0,8995.0,0.0,654.0,-999.0,449.0,56,2,0
964,0,3190,146,28.0,1,557.44,0.0,860.0,42.0,471.0,56,38,0
1091,0,866,267,31.0,1,1556.0,0.0,724.0,78.0,592.0,56,38,0
2747,0,3442,35,67.0,0,0.0,0.0,0.0,-999.0,422.0,56,38,1
4446,0,1467,267,43.0,1,0.0,0.0,0.0,-999.0,0.0,56,38,1
2374,30,436,242,30.0,0,733.93,0.0,840.0,102.0,1.0,58,18,0
1313,96,573,146,76.0,0,0.0,0.0,0.0,-999.0,0.0,56,38,1
2320,89,2906,167,28.0,1,788.72,0.0,527.0,46.0,214.0,56,38,0
2841,60,1586,49,54.0,1,0.0,0.0,0.0,-999.0,0.0,56,38,1
1044,30,3362,312,38.0,1,557.44,0.0,647.0,44.0,0.0,56,51,0
1368,152,2531,167,33.0,1,700.0,0.0,738.0,69.0,0.0,56,38,0
4475,30,1756,222,31.0,1,0.0,0.0,0.0,-999.0,1.0,19,41,1
4982,59,3051,145,47.0,1,630.0,0.0,733.0,55.0,170.0,56,2,0
4354,60,1705,33,33.0,0,513.76,0.0,433.0,72.0,0.0,56,51,0
1238,0,76,34,57.0,0,0.0,0.0,0.0,-999.0,16.0,56,51,1
329,0,335,26,35.0,0,0.0,0.0,0.0,-999.0,1.0,56,26,1
4559,180,1815,285,29.0,1,770.64,0.0,531.0,72.0,0.0,77,54,0
528,30,2196,27,57.0,1,700.0,0.0,748.0,147.0,0.0,56,26,0
1384,121,1815,286,67.0,0,5263.0,0.0,825.0,400.0,217.0,42,31,0
1703,369,435,144,44.0,0,882.5,0.0,503.0,80.0,0.0,56,51,0
1214,33,1815,10,50.0,0,2886.32,0.0,697.0,81.0,402.0,56,38,0
2401,30,915,256,40.0,1,963.04,0.0,975.0,25.0,161.0,56,51,0
66,0,3440,167,40.0,0,465.0,0.0,0.0,136.0,66.0,56,38,0
1011,0,2133,70,31.0,0,650.0,0.0,507.0,22.0,6.0,56,38,0
3799,63,2386,146,47.0,1,0.0,0.0,0.0,-999.0,9.0,56,38,1
3448,30,2171,167,43.0,0,482.48,0.0,640.0,36.0,2.0,56,38,0
4679,30,3210,145,55.0,1,0.0,0.0,412.0,-999.0,3.0,56,2,1
1375,0,3426,83,49.0,1,0.0,0.0,0.0,-999.0,479.0,16,20,1
335,0,2907,53,32.0,1,525.0,0.0,838.0,131.0,68.0,56,10,0
3169,5,420,300,37.0,0,0.0,0.0,0.0,-999.0,13.0,56,38,1
2133,30,1902,213,35.0,1,832.0,0.0,737.0,34.0,0.0,56,38,0
3474,33,2724,221,63.0,1,0.0,0.0,0.0,-999.0,2.0,56,38,1
2989,0,170,146,45.0,1,0.0,0.0,0.0,-999.0,403.0,56,38,1
4970,59,912,145,42.0,1,1081.6,0.0,807.0,54.0,82.0,56,2,0
3201,0,1393,16,36.0,0,1015.0,0.0,613.0,106.0,573.0,56,51,0
1366,30,1815,301,67.0,1,2936.0,0.0,0.0,239.0,2.0,16,56,0
2834,0,380,81,56.0,1,0.0,0.0,686.0,-999.0,441.0,21,19,1
3653,30,2181,221,30.0,0,1650.0,0.0,576.0,59.0,3.0,56,38,0
4919,121,915,4,24.0,1,1057.68,0.0,532.0,54.0,0.0,16,16,0
4539,124,3564,146,57.0,0,0.0,0.0,0.0,-999.0,0.0,56,38,1
2046,30,2222,28,24.0,1,603.2,0.0,512.0,12.0,217.0,21,19,0
1959,0,2056,146,65.0,0,0.0,0.0,0.0,-999.0,0.0,56,38,1
3588,0,1287,316,34.0,1,1841.0,0.0,867.0,117.0,614.0,56,2,0
4440,0,571,256,47.0,0,0.0,0.0,0.0,-999.0,335.0,56,51,1
969,63,816,184,28.0,0,770.0,0.0,742.0,108.0,115.0,16,21,0
2726,0,1566,40,37.0,0,650.0,0.0,847.0,36.0,605.0,16,6,0
4973,30,3564,27,36.0,1,1069.0,0.0,710.0,13.0,198.0,56,26,0
1596,0,3213,16,30.0,1,0.0,0.0,0.0,-999.0,0.0,56,51,1
3475,30,2955,35,33.0,1,0.0,0.0,0.0,-999.0,42.0,56,38,1
3946,60,1865,228,42.0,1,2741.0,0.0,0.0,182.0,0.0,77,30,0
1555,5,2744,145,52.0,1,0.0,0.0,0.0,-999.0,13.0,56,2,1
4601,59,2176,243,38.0,1,568.2,0.0,678.0,30.0,210.0,21,19,0
3795,73,2881,17,24.0,0,0.0,0.0,0.0,-999.0,0.0,58,2,1
2818,30,2590,144,28.0,1,800.0,0.0,899.0,66.0,225.0,56,51,0
3865,30,3447,33,32.0,0,650.0,0.0,553.0,39.0,1.0,56,51,0
4718,0,2663,24,47.0,0,0.0,0.0,0.0,-999.0,108.0,16,7,1
263,0,1237,35,54.0,1,0.0,0.0,0.0,-999.0,0.0,56,38,1
376,0,1815,219,69.0,1,0.0,0.0,0.0,-999.0,6.0,56,38,1
1125,0,1634,17,31.0,0,503.1,0.0,662.0,42.0,84.0,55,61,0
4494,0,1550,216,40.0,1,0.0,0.0,791.0,-999.0,181.0,55,70,1
2955,60,963,67,27.0,0,600.0,0.0,613.0,13.0,1.0,6,63,0
1404,0,2174,256,35.0,1,2600.0,0.0,975.0,65.0,519.0,56,51,0
3166,0,3176,83,49.0,0,0.0,0.0,0.0,-999.0,0.0,16,20,1
2519,121,1815,302,50.0,1,2800.0,0.0,779.0,-999.0,112.0,42,57,0
3547,0,27,231,78.0,1,0.0,0.0,0.0,-999.0,733.0,18,59,1
2544,0,2064,146,75.0,0,960.74,0.0,744.0,-999.0,650.0,56,38,1
2098,40,2614,37,46.0,0,0.0,0.0,0.0,-999.0,0.0,56,38,1
4814,60,3564,316,33.0,1,641.28,0.0,720.0,30.0,4.0,56,2,0
1101,242,2324,277,106.0,1,0.0,0.0,0.0,-999.0,0.0,56,38,1
1617,30,193,292,40.0,1,2179.5,0.0,974.0,208.0,192.0,16,8,0
10,0,1560,196,30.0,1,1300.0,0.0,633.0,34.0,369.0,56,51,0
1643,5,862,213,31.0,1,2000.0,0.0,617.0,23.0,3.0,56,38,0
2444,63,3557,267,43.0,0,0.0,0.0,0.0,-999.0,0.0,56,38,1
2621,89,2830,316,24.0,0,557.44,0.0,516.0,38.0,159.0,56,2,0
80,33,93,300,48.0,1,0.0,0.0,0.0,-999.0,1.0,56,38,1
3952,5,1815,17,47.0,1,2949.64,0.0,735.0,141.0,338.0,55,61,0
1084,0,1865,24,33.0,1,3300.0,0.0,540.0,59.0,307.0,16,7,0
1290,0,1899,256,60.0,0,0.0,0.0,801.0,-999.0,373.0,56,51,1
959,60,2590,209,36.0,1,0.0,0.0,648.0,-999.0,0.0,58,2,1
1974,35,995,316,23.0,0,575.0,0.0,875.0,25.0,27.0,56,2,0
4693,0,1631,37,39.0,1,1200.0,0.0,796.0,53.0,582.0,56,38,0
804,89,1728,222,27.0,0,445.12,0.0,616.0,92.0,0.0,19,41,0
2179,153,2306,242,31.0,0,1000.0,0.0,779.0,27.0,245.0,56,26,0
4634,60,1223,213,29.0,1,376.48,0.0,663.0,29.0,0.0,56,38,0
179,0,1323,70,27.0,0,700.0,0.0,613.0,25.0,4.0,56,38,0
4297,0,1815,231,53.0,1,0.0,0.0,0.0,-999.0,0.0,18,59,1
1892,30,1224,229,49.0,1,0.0,0.0,0.0,-999.0,14.0,56,26,1
2097,91,2779,37,60.0,0,0.0,0.0,0.0,-999.0,0.0,56,38,1
844,63,3216,135,33.0,0,488.8,0.0,600.0,49.0,248.0,56,26,0
2366,0,2060,83,75.0,0,0.0,0.0,0.0,-999.0,554.0,16,20,1
1078,0,68,146,74.0,1,0.0,0.0,0.0,-999.0,538.0,56,38,1
3191,93,937,267,67.0,1,0.0,0.0,0.0,-999.0,0.0,56,38,1
2795,0,2302,140,37.0,1,626.08,0.0,630.0,19.0,500.0,56,26,0
877,0,880,300,27.0,0,800.0,0.0,774.0,66.0,650.0,56,38,0
4296,103,3224,148,28.0,1,950.0,0.0,722.0,6.0,162.0,39,17,0
4538,0,1308,201,55.0,0,1273.19,0.0,832.0,197.0,303.0,39,17,0
2040,0,1815,35,42.0,0,0.0,0.0,0.0,-999.0,139.0,56,38,1
1627,60,1815,35,49.0,0,0.0,0.0,0.0,-999.0,222.0,56,38,1
3822,0,138,35,45.0,1,0.0,0.0,0.0,-999.0,448.0,56,38,1
4295,0,2062,16,64.0,0,210.54,0.0,421.0,11.0,813.0,56,51,0
909,0,3564,145,32.0,0,600.0,0.0,0.0,97.0,628.0,56,2,0
1357,30,2150,89,49.0,1,416.0,0.0,0.0,75.0,14.0,16,21,0
4960,124,1265,300,21.0,1,1118.79,0.0,408.0,11.0,0.0,56,38,0
3832,96,1602,181,25.0,1,609.0,0.0,822.0,45.0,110.0,39,17,0
331,0,3564,267,29.0,1,0.0,0.0,0.0,-999.0,0.0,56,38,1
338,0,857,83,30.0,1,0.0,0.0,0.0,-999.0,286.0,16,20,1
2049,0,414,229,32.0,0,615.0,0.0,701.0,18.0,471.0,56,26,0
3455,30,1898,17,40.0,0,671.84,0.0,630.0,24.0,0.0,55,61,0
4991,96,1865,267,43.0,1,10310.0,0.0,840.0,44.0,228.0,56,38,0
2722,45,1721,33,25.0,1,600.0,0.0,553.0,14.0,9.0,56,51,0
2321,0,2036,270,49.0,1,445.0,0.0,761.0,102.0,358.0,21,19,0
4237,15,478,300,22.0,1,0.0,0.0,495.0,-999.0,5.0,56,38,1
1633,60,2222,243,25.0,1,603.2,0.0,766.0,12.0,128.0,21,19,0
3223,30,3154,144,32.0,0,1158.15,0.0,709.0,30.0,159.0,56,51,0
3503,30,1815,10,49.0,1,0.0,0.0,0.0,-999.0,288.0,56,38,1
1475,0,2301,293,41.0,0,6146.49,0.0,0.0,47.0,783.0,38,72,0
1334,91,1379,8,25.0,0,0.0,0.0,0.0,-999.0,0.0,56,51,1
4570,5,1463,316,48.0,1,780.0,0.0,772.0,32.0,403.0,56,2,0
288,157,1960,146,41.0,1,0.0,0.0,0.0,-999.0,301.0,56,38,1
92,121,3564,216,31.0,1,540.8,0.0,785.0,21.0,166.0,55,70,0
553,110,2859,71,50.0,0,0.0,0.0,0.0,-999.0,0.0,16,20,1
210,0,945,5,48.0,0,651.0,0.0,0.0,16.0,601.0,6,63,0
1367,0,3510,81,35.0,1,800.0,0.0,776.0,130.0,436.0,21,19,0
3110,0,713,72,55.0,1,1776.0,0.0,693.0,76.0,529.0,6,64,0
2029,0,27,259,78.0,0,0.0,0.0,0.0,-999.0,538.0,21,19,1
968,30,1348,137,45.0,0,0.0,0.0,0.0,-999.0,0.0,42,25,1
4327,270,1592,242,34.0,0,488.8,0.0,0.0,43.0,0.0,56,26,0
3570,0,1474,300,30.0,1,601.5,0.0,737.0,34.0,233.0,56,38,0
2085,33,196,65,51.0,1,2000.0,0.0,695.0,317.0,474.0,16,8,0
4119,1,1342,49,50.0,1,0.0,0.0,0.0,-999.0,407.0,56,38,1
481,0,3412,34,41.0,1,900.0,0.0,730.0,104.0,20.0,56,51,0
923,63,1869,256,28.0,0,0.0,0.0,0.0,-999.0,1.0,56,51,1
3375,0,2108,112,32.0,1,436.8,0.0,0.0,76.0,486.0,16,46,0
2819,60,1815,17,40.0,1,850.0,0.0,768.0,74.0,0.0,55,61,0
249,30,491,145,31.0,0,800.0,0.0,402.0,73.0,0.0,56,2,0
1459,0,2059,37,72.0,0,0.0,0.0,0.0,-999.0,538.0,56,38,1
4904,60,1815,17,37.0,0,2161.17,0.0,810.0,114.0,195.0,55,61,0
1546,157,1815,70,50.0,0,850.0,0.0,712.0,114.0,0.0,56,38,0
995,0,2541,73,28.0,1,515.0,0.0,488.0,47.0,555.0,39,17,0
3665,152,2169,37,32.0,1,700.0,0.0,661.0,8.0,0.0,56,38,0
2313,0,3451,37,40.0,1,1600.0,0.0,787.0,109.0,318.0,56,38,0
2632,5,85,167,60.0,1,0.0,0.0,0.0,-999.0,8.0,56,38,1
563,0,1207,35,35.0,0,0.0,0.0,0.0,-999.0,0.0,56,38,1
1252,0,1815,83,85.0,0,0.0,0.0,0.0,-999.0,714.0,16,20,1
4773,128,3564,167,33.0,0,0.0,0.0,0.0,-999.0,500.0,56,38,1
1042,0,27,312,66.0,0,0.0,0.0,0.0,-999.0,580.0,56,51,1
550,30,921,146,27.0,1,750.0,0.0,0.0,75.0,20.0,56,38,0
2013,32,2283,211,26.0,0,950.0,0.0,609.0,12.0,142.0,56,51,0
1680,243,2284,146,47.0,1,0.0,0.0,0.0,-999.0,0.0,56,38,1
4505,89,3564,312,38.0,1,1447.79,0.0,609.0,66.0,356.0,56,51,0
1227,0,2225,144,58.0,1,0.0,0.0,654.0,-999.0,27.0,56,51,1
4067,0,487,49,31.0,0,1800.0,0.0,415.0,50.0,631.0,56,38,0
3357,0,3174,239,62.0,1,0.0,0.0,0.0,-999.0,295.0,56,38,1
2226,0,22,49,74.0,0,0.0,0.0,0.0,-999.0,554.0,56,38,1
2532,0,945,170,25.0,1,800.0,0.0,0.0,3.0,656.0,16,20,0
1076,0,2637,26,32.0,1,793.18,0.0,733.0,67.0,668.0,56,26,0
1561,180,1946,300,28.0,0,750.0,0.0,673.0,12.0,0.0,56,38,0
4699,0,2274,73,53.0,0,0.0,0.0,759.0,-999.0,441.0,39,17,1
175,30,3564,8,28.0,0,2000.0,0.0,673.0,7.0,0.0,56,51,0
450,30,3564,175,36.0,1,950.0,0.0,843.0,164.0,0.0,42,31,0
3324,30,2169,69,39.0,0,0.0,0.0,0.0,-999.0,0.0,56,15,1
2346,30,1543,316,40.0,0,565.76,0.0,580.0,73.0,0.0,56,2,0
2890,30,2613,83,54.0,1,446.1,0.0,712.0,349.0,0.0,16,20,0
617,0,27,219,71.0,0,0.0,0.0,0.0,-999.0,510.0,56,38,1
3841,30,3564,70,34.0,1,739.2,0.0,641.0,74.0,0.0,56,38,0
2805,63,334,37,52.0,1,0.0,0.0,0.0,-999.0,422.0,56,38,1
336,0,562,231,52.0,0,837.98,0.0,756.0,181.0,262.0,18,59,0
4892,0,1866,267,43.0,1,0.0,0.0,0.0,-999.0,790.0,56,38,1
4647,0,1438,10,59.0,1,2500.0,0.0,818.0,357.0,463.0,56,38,0
3159,0,380,146,50.0,0,0.0,0.0,826.0,-999.0,524.0,56,38,1
2117,93,1249,311,27.0,0,500.0,0.0,612.0,15.0,154.0,56,2,0
4958,0,336,316,29.0,0,500.0,0.0,616.0,56.0,37.0,56,2,0
248,121,266,299,32.0,0,2588.75,0.0,742.0,150.0,0.0,16,21,0
